Participant,participant&question,question,answer,processed_questions,processed_answers,Overall,Excited
p15,p15q8,Great. So tell me about a time you demonstrated leadership.,Okay so um  last um  uh  this past summer I worked in a research lab in Bangkok and it was the first time that I had ever been outside of you know the United States for an extended period of time.,great. tell time demonstr leadership.,okay um last um uh past summer work research lab bangkok first time ever outsid know unit state extend period time.,4.625318843,4.538093488
p15,p15q9,Mm-hm.,And one of my assignments was to you know sort of lead uh  sort of like drive the direction of like a research project that they were doing  which was to research um  a generic um  in hopes of releasing it to the market.,mm-hm.,one assign know sort lead uh sort like drive direct like research project research um gener um hope releas market.,4.625318843,4.538093488
p15,p15q10,Great.,Um  sometime in the future. Because I had  I was partnered up with some a lab partner that was less experienced than I was um  I found myself in many situations having to help guide her along and getting up to speed with the project and the techniques that we needed to do our experiments.,great.,um sometim future. partner lab partner less experienc um found mani situat help guid along get speed project techniqu need experiments.,4.625318843,4.538093488
p15,p15q11,Mm-hm.,Um  it was  it was a little bit of a strange dynamic because she was older than me. Because she was an incoming graduate student  but she did not have much research like lab experience. So I had to balance like being informative without making it seem like this  like she was in some ways my superior. So that was like an um  I had  I had to like teach her the techniques you know coming off as like oh I know more than you do.,mm-hm.,um littl bit strang dynam older me. incom graduat student much research like lab experience. balanc like inform without make seem like like way superior. like um like teach techniqu know come like oh know do.,4.625318843,4.538093488
p15,p15q12,Mm-hm.,Um  but what I found was what worked for both of us was that um I would like explain it to her before we were in the lab which helped cut down a lot of the frustration that came up if like she had to ask me questions like every  like between like every set. So that's um  that's probably the one way I showed leadership.,mm-hm.,um found work us um would like explain lab help cut lot frustrat came like ask question like everi like like everi set. that' um that' probabl one way show leadership.,4.625318843,4.538093488
p15,p15q13,Great  okay. Tell me about a time you were working on a team and you faced a challenge and what you did to solve that problem.,Okay so the  a couple um  IPs I worked for a start up um  they were a green billing research directory,great okay. tell time work team face challeng solv problem.,okay coupl um ip work start um green bill research directori,4.625318843,4.538093488
p15,p15q14,Okay.,online. And I worked for my fellow exterior on helping to market this  the use of this directory to the clients. Um  so we had to  it was a little bit difficult because we had to like  we had to cold call like people and getting over the initial awkwardness of what it's like to talk to somebody you've never met or seen before and trying to like pitch an idea to them  and be like oh there's this really great resource and you've signed up for it. But we've noticed that you like hadn't used it.,okay.,online. work fellow exterior help market use directori clients. um littl bit difficult like cold call like peopl get initi awkward like talk somebodi never met seen tri like pitch idea like oh there' realli great resourc sign it. we'v notic like use it.,4.625318843,4.538093488
p15,p15q15,Mm-hm.,Um  are there things that like you feel would make it better. Um  things that you would like to see that you think would make it more effective.,mm-hm.,um thing like feel would make better. um thing would like see think would make effective.,4.625318843,4.538093488
p15,p15q16,Mm-hm.,And um  we both had to sort of like teach ourselves how to talk to like the  the reps that we're calling and we would um  strategize what worked  what didn't  what had people respond and what didn't  and-,mm-hm.,um sort like teach talk like rep we'r call would um strateg work peopl respond and-,4.625318843,4.538093488
p15,p15q17,Mm-hm.,And by like documenting it all down also. So that we could leave like a record of what worked for maybe someone else was to found. So um  eventually we actually got like a system. Like a way we would structure the questions and ask them that word and like list like a couple response.,mm-hm.,like document also. could leav like record work mayb someon els found. um eventu actual got like system. like way would structur question ask word like list like coupl response.,4.625318843,4.538093488
